0,1,2,3,4,5,6
5,0,0,0,2,3,1
0,1,2,0,1,1,0
0,2,5,1,3,1,1
1,0,1,0,1,2,0
1,0,3,2,2,0,1
0,1,1,0,2,3,1
1,1,1,0,2,0,1
