lifelogger,acc,mae,f1
Client_id_42.csv,0.26666666666666666,2.933333333333333,0.26666666666666666
Client_id_37.csv,0.6666666666666666,0.9629629629629629,0.6666666666666666
Client_id_57.csv,0.46808510638297873,1.6808510638297873,0.46808510638297873
Client_id_19.csv,0.2857142857142857,3.1964285714285716,0.2857142857142857
Client_id_53.csv,0.3877551020408163,1.9591836734693877,0.3877551020408163
Client_id_31.csv,0.37037037037037035,1.7962962962962963,0.37037037037037035
Client_id_17.csv,0.2830188679245283,1.471698113207547,0.2830188679245283
Client_id_47.csv,0.42,2.52,0.41999999999999993
Client_id_28.csv,0.21818181818181817,3.0545454545454547,0.21818181818181817
Client_id_62.csv,0.23076923076923078,3.1025641025641026,0.23076923076923078
Client_id_41.csv,0.34615384615384615,1.9423076923076923,0.34615384615384615
Client_id_32.csv,0.35185185185185186,2.6481481481481484,0.35185185185185186
Client_id_46.csv,0.3148148148148148,3.0,0.3148148148148148
Client_id_39.csv,0.36538461538461536,1.8846153846153846,0.3653846153846153
Client_id_51.csv,0.4727272727272727,1.5272727272727273,0.4727272727272727
Client_id_23.csv,0.2222222222222222,3.814814814814815,0.2222222222222222
Client_id_48.csv,0.36538461538461536,2.019230769230769,0.3653846153846153
Client_id_49.csv,0.2909090909090909,2.2545454545454544,0.2909090909090909
Client_id_25.csv,0.37037037037037035,1.5740740740740742,0.37037037037037035
Client_id_38.csv,0.22641509433962265,1.6981132075471699,0.22641509433962265
Client_id_61.csv,0.325,2.175,0.325
Client_id_35.csv,0.5,1.75,0.5
Client_id_60.csv,0.38636363636363635,2.022727272727273,0.38636363636363635
Client_id_44.csv,0.5555555555555556,2.0185185185185186,0.5555555555555556
Client_id_26.csv,0.4166666666666667,2.1666666666666665,0.4166666666666667
Client_id_43.csv,0.3333333333333333,2.2777777777777777,0.3333333333333333
Client_id_29.csv,0.3090909090909091,2.2181818181818183,0.3090909090909091
Client_id_34.csv,0.3148148148148148,1.9814814814814814,0.3148148148148148
Client_id_54.csv,0.5961538461538461,2.1346153846153846,0.5961538461538461
Client_id_18.csv,0.2909090909090909,2.109090909090909,0.2909090909090909
Client_id_36.csv,0.23214285714285715,3.142857142857143,0.23214285714285715
Client_id_27.csv,0.4528301886792453,2.0943396226415096,0.4528301886792453
Client_id_55.csv,0.24074074074074073,1.8518518518518519,0.24074074074074073
Client_id_16.csv,0.43636363636363634,1.4,0.43636363636363634
Client_id_30.csv,0.3148148148148148,2.1666666666666665,0.3148148148148148
Client_id_45.csv,0.3469387755102041,2.183673469387755,0.3469387755102041
Client_id_52.csv,0.3584905660377358,2.1320754716981134,0.3584905660377358
Client_id_33.csv,0.37037037037037035,2.5555555555555554,0.37037037037037035
Client_id_22.csv,0.42592592592592593,2.2222222222222223,0.42592592592592593
Client_id_56.csv,0.8431372549019608,1.0196078431372548,0.8431372549019607
