0,1,2,3,4,5,6
2,0,0,0,2,0,2
0,0,0,0,1,0,0
0,0,0,0,1,0,0
1,0,0,0,0,0,0
2,0,1,0,1,0,0
1,0,1,0,5,0,3
3,0,0,0,8,0,3
