0,1,2,3,4,5,6,7
1,1,1,1,0,0,0,0
1,0,0,5,1,4,1,0
0,0,0,1,0,0,0,0
0,0,0,9,2,1,3,1
1,2,0,2,0,2,5,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0
0,0,0,2,1,0,2,1
