GR,apriori_g,dynamic_g,apriori_p,dynamic_p
0,0.0807942385611653,0.0807942385611653,0.0905798953840071,0.0905798953840071
1,0.1953270699989045,0.18363927205977934,0.4480306761609578,0.46806772713042744
2,0.21620641690851838,0.18706009096624282,0.5038126197419626,0.5173754241997712
3,0.2237981362330296,0.18817242679996976,0.5309644577933063,0.5489373669663317
4,0.22785772090277523,0.19072160571479072,0.5553498930554162,0.5642164269487875
5,0.22887817210199404,0.19550441665852544,0.570005799516805,0.5797951619972004
6,0.2294207841483537,0.19564609184347664,0.5842260338441098,0.5914747071756008
7,0.23186031194829101,0.20025756170836279,0.6109583881942825,0.6033690627673232
8,0.23318957397574416,0.20797212498404413,0.6281193714879122,0.6139019421517486
9,0.2345845700509455,0.21043797645996784,0.6535513865781278,0.6123627916618407
10,0.2350483703820125,0.2056704346429023,0.6624786813263731,0.6172050222534252
11,0.23680542377291178,0.20875618135310475,0.679015181192409,0.6277024318917139
12,0.23820309320306823,0.206999054558337,0.6942085256087828,0.6324972316904489
13,0.23941661629123157,0.20875428077247452,0.7100452575919992,0.6342829772038661
14,0.23855182764066152,0.21157085589421348,0.7205556047374556,0.6409274180326954
15,0.24144563447339665,0.21086698911157545,0.7396256633368625,0.6465179034555699
16,0.24602805047339943,0.2091247344498698,0.754044155557411,0.649602450242259
17,0.24126397579351652,0.21402442426997623,0.7555394681344054,0.6563461770141407
18,0.24532388206106295,0.2144489858345814,0.7697270830445759,0.6566419539788749
19,0.2516935951416754,0.2096109614546991,0.783094406693883,0.6653217066126208
20,0.2530121896632453,0.21118479773898954,0.792323735216662,0.6632512791031516
21,0.25423618629252026,0.20951603544137964,0.8020616107504316,0.6741426332978129
22,0.2559374187714345,0.21169838299723207,0.8102301986571828,0.6734928615635584
23,0.2563143623051766,0.2139547098693738,0.8177399431254071,0.6777629226921483
24,0.2569967283019622,0.21369612066683996,0.8237426567889126,0.6768094214814114
25,0.26347770550093236,0.21779022593266315,0.8312289843756716,0.6820662318365261
26,0.264393283670205,0.21482122026904663,0.8368839979057604,0.6870136071437375
27,0.26173846346516594,0.2121905335397906,0.8424121054783129,0.6870594082133166
28,0.26371820213486,0.21224220293482582,0.8444713938779814,0.6876868938995224
29,0.2650448407239287,0.21559547589662098,0.8494806573804434,0.6944863946805989
30,0.26651897614306236,0.21431117774646308,0.8530359081075019,0.6948838795594128
31,0.26881034423001776,0.21671846896353472,0.8636045730175478,0.7013472161753944
32,0.26849692286103766,0.21948425747638414,0.8620168236550619,0.7043707593621373
33,0.2716768613951054,0.2206114067174016,0.8737661145585188,0.7032810194893754
34,0.27336203684938765,0.217512874193439,0.8751776691508965,0.7065945750144871
35,0.27336679357193755,0.21674071993164182,0.8784125823697057,0.7109450809490874
36,0.2718020047252997,0.21924883902179335,0.8769465590380932,0.7067040431479316
37,0.27527326859532525,0.21872643229311106,0.880892572509303,0.722842401123584
38,0.27649712539833976,0.2172871798797534,0.8769395850768068,0.7153392145340276
39,0.27893066442136455,0.2153981402156695,0.8863624273378712,0.7129051537641004
40,0.2801265051871701,0.2154524019715199,0.8901041389215771,0.7235599096039761
41,0.2815172946828741,0.21441473806555547,0.8944223728181725,0.7120532913292914
42,0.2802498245123431,0.2160246337084303,0.8902490168755325,0.720722480813354
43,0.2829954084070789,0.21407065949021753,0.8966318978667988,0.7135933920012277
44,0.28132783614228823,0.21774941440742498,0.8937385527356615,0.720692535138453
45,0.28488338643396877,0.21334056277139812,0.8914846264762022,0.7230561641191203
46,0.2884805785181041,0.22032053733406295,0.8975575963703935,0.7132361007730644
47,0.28805204144822333,0.21989230745932506,0.9039043660305572,0.7102147894633212
48,0.2928372481773288,0.21935510262416624,0.9028156205938824,0.7206537333565581
49,0.28900412845240053,0.21500557843332482,0.9076704802170797,0.7201302558292966
