0,1,2,3,4,5,6
0,0,0,0,3,7,1
0,0,0,0,3,2,0
0,0,0,0,6,6,1
0,0,0,0,0,5,0
1,0,0,0,4,4,0
0,0,0,0,3,5,0
0,0,0,0,1,5,0
