0,1,2,3,4,5,6,7,8
0,5,0,0,0,0,0,0,0
0,13,0,3,0,0,1,0,3
0,1,0,1,0,0,0,0,0
1,3,0,5,0,0,0,1,7
0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,1
0,3,0,2,0,0,0,0,11
