0,1,2,3,4,5,6,7
0,0,0,1,0,0,0,0
0,1,0,4,0,0,0,2
0,1,0,0,0,0,0,0
0,3,0,8,2,1,0,0
0,0,0,1,1,3,0,4
0,0,0,1,1,6,0,3
0,0,0,0,0,1,0,1
0,0,0,2,3,2,0,10
