0,1,2,3,4,5,6
1,0,0,0,0,0,1
1,7,0,0,2,0,0
1,6,0,0,1,1,0
0,1,1,0,2,2,1
0,2,1,0,9,6,2
0,1,1,0,0,2,4
0,0,0,0,0,0,0
