0,1,2,3,4,5,6,7
0,0,0,0,0,1,1,0
0,1,0,3,0,0,0,0
0,0,0,0,0,1,0,0
0,1,0,3,0,3,8,0
0,0,0,0,0,0,3,0
0,0,0,2,0,2,10,0
0,1,0,1,0,2,8,0
0,0,0,0,0,1,3,0
