0,1,2,3,4,5,6
2,4,0,0,0,0,2
1,1,0,0,1,0,0
0,1,0,1,0,0,0
2,1,0,6,8,0,0
0,0,0,2,4,0,1
0,1,0,1,0,0,0
2,0,0,2,3,0,3
