0,1,2,3,4,5,6,7
3,1,0,0,0,0,0,5
3,1,0,0,0,0,0,5
1,0,0,0,0,0,0,5
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,6
1,0,0,0,0,0,0,3
1,0,0,0,0,0,0,17
