0,1,2,3,4,5,6,7,8
0,1,1,0,0,0,0,0,0
0,4,2,0,0,0,0,0,1
0,2,8,3,0,2,0,0,4
0,1,7,1,0,1,0,0,2
0,0,1,0,0,0,0,0,0
0,0,4,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,0,2
