0,1,2,3,4,5,6
0,1,1,0,0,0,1
0,0,4,0,2,0,0
0,1,7,1,1,1,1
0,0,2,0,1,0,0
0,0,4,1,5,2,1
0,0,0,0,2,0,1
0,0,2,0,0,1,7
