0,1,2,3,4,5,6
1,3,0,1,0,0,3
0,1,0,2,0,0,0
0,1,0,0,0,0,1
0,1,0,8,2,0,6
0,0,0,3,2,0,2
0,1,0,0,0,0,1
0,0,0,1,0,0,10
