GR,apriori_g,dynamic_g,apriori_p,dynamic_p
0,0.2862643718502978,0.28663570117926274,0.34190302101099124,0.34190302101099124
1,0.4388621672689908,0.4205308913854638,0.6576542361735854,0.6531945801965043
2,0.4376693689450991,0.46952122269814234,0.7134474977811249,0.7350354836946507
3,0.4399211492637284,0.48095008182760496,0.7446373434135928,0.7588761637857447
4,0.4421364411230137,0.4807808826824861,0.7674925998804745,0.7803064444702311
5,0.4435296514958193,0.481371860022713,0.7812849626937085,0.7864129438606393
6,0.4447968467897014,0.47978765911256843,0.7977018625874279,0.797461530849918
7,0.4445110888435645,0.4761790129721951,0.802827031564947,0.8044825937356556
8,0.447987602050147,0.47098560528043837,0.8161909408968199,0.8048161728910059
9,0.44842115310001884,0.4735356170299521,0.8255468866826146,0.8169239329846327
10,0.45270341469129777,0.46983896702996764,0.8344535334151153,0.8133285991266297
11,0.45825476075709376,0.46569051570644393,0.8429990702034837,0.8231495704220497
12,0.4622621688742571,0.4641789942899129,0.8532371255808898,0.8257199049496439
13,0.4633258201618975,0.4689777501134765,0.8607052498340159,0.8366881307717303
14,0.4642720034448912,0.45585981899673644,0.8715691105186695,0.8368805091649008
15,0.4704520527312948,0.4608282945692127,0.8767455865566663,0.8390821744176643
16,0.47528229188653803,0.4582097265950496,0.8834897658617864,0.8392129614523405
17,0.4759057361122199,0.44522786848933693,0.8910961174324762,0.8486255137858785
18,0.4814859341564535,0.44892663326813287,0.9015048183525335,0.8449965139675736
19,0.4818912543887904,0.44923919373578414,0.90820193660305,0.8493181172298586
20,0.48505263737540416,0.45751237861359395,0.9021252895841526,0.8525076828403472
21,0.49090494606378704,0.4552072944903258,0.9155750180431129,0.8512774064800551
22,0.4963866715721605,0.4503760287176081,0.9199850766848474,0.8582749492562533
23,0.4955011432007363,0.44536623199215475,0.9258677392719733,0.8635376599374518
24,0.5018028753643671,0.4514190155880525,0.9333118833452508,0.8654048901937963
25,0.5054517620421013,0.4467006011493851,0.9257782638699409,0.8708558402269427
26,0.5076498137293466,0.44729088861762606,0.9390990917703528,0.8700030103534903
27,0.5100954612251621,0.44448715221196883,0.9392765489165344,0.873679204988324
28,0.5214506002204452,0.4475510477167969,0.9397083312916081,0.8738173001206831
29,0.5086060025713461,0.4421518662217483,0.9435735922211131,0.8699381293034396
30,0.51238611952445,0.44154380651204034,0.9558275336244609,0.8760837634269236
31,0.5285137557701045,0.4408461521748885,0.9479187476141868,0.8717616564335724
32,0.5363332853136108,0.44370576555616786,0.9569804630675939,0.8637739481071331
33,0.5426844494965777,0.4429010780327785,0.9551225050682782,0.8731309879754657
34,0.5334970490466654,0.4430091407801063,0.954779744998207,0.8799262749361062
35,0.5469268302883739,0.4447161534306533,0.9635473900389709,0.8813901862292813
36,0.548361518969338,0.44363099686317814,0.9696077285713361,0.8785520154140624
37,0.5514767406676703,0.44309358902700624,0.9659799157817732,0.8810350275451982
38,0.5495016654824262,0.4413152027265239,0.9676697437579574,0.8802134280126911
39,0.5542770396477406,0.4453476136648541,0.9673291148475469,0.8869117137987742
40,0.5485099095090178,0.4368069606892228,0.9699494322529588,0.8850125336413718
41,0.5602002630166103,0.43936443629438077,0.9743408388077404,0.889523455770015
42,0.555371712759453,0.4400947700041745,0.9739871015589041,0.8722522975276656
43,0.5561093926203229,0.44413587872218874,0.9758054115271275,0.8744770798551603
44,0.5645355364313686,0.44118311914458286,0.9756163310703674,0.8812515859663871
45,0.5595257379872028,0.44227910587738284,0.9775751616752892,0.873478093611121
46,0.5587031051566641,0.4432551015523554,0.9761837712428353,0.874358826246397
47,0.5662275622248836,0.4430232238543563,0.9786320577808163,0.8646935911978255
48,0.5677927080520483,0.4419135815427036,0.9771328711217065,0.8808000127221652
49,0.5722902293250484,0.4413886833707021,0.9789947375285294,0.8572608272146145
