GR,apriori_g,dynamic_g,apriori_p,dynamic_p
0,1.1025678008794784,1.1025908827781676,1.0998282462358475,1.0998282462358475
1,1.0651569962501526,1.0664379715919494,0.928620745241642,0.9341368690133095
2,1.0497046202421187,1.0455451622605323,0.8651324033737182,0.8579611226916313
3,1.0414939686655997,1.0360848635435105,0.8282052829861641,0.8187527656555176
4,1.0362250462174416,1.0326784372329711,0.7940750434994698,0.7907201796770096
5,1.033064143359661,1.0305319830775261,0.7673154219985008,0.7703599743545055
6,1.0316332474350929,1.0288534745573998,0.7448805928230285,0.7510702572762966
7,1.0303434401750564,1.0272829726338386,0.721434260904789,0.7318942837417126
8,1.0275562599301338,1.0285545751452445,0.701356403529644,0.7202046476304531
9,1.0260232836008072,1.0265273496508598,0.6794790551066399,0.705477262288332
10,1.0250914677977563,1.0258653327822684,0.6625246152281761,0.6983407262712718
11,1.023939774930477,1.0268399983644485,0.6433540739119052,0.687483261525631
12,1.0219503298401833,1.0271328762173653,0.6236153349280358,0.6808085829019547
13,1.0200405195355415,1.0242696180939674,0.6080646365880966,0.6703437678515911
14,1.01879071444273,1.0288856983184815,0.5940810233354569,0.6615468300879002
15,1.0175951063632964,1.0266893297433852,0.5812826506793499,0.6603821501135826
16,1.0158060654997825,1.0282575324177743,0.5634386859834194,0.6444631427526474
17,1.0142961755394935,1.032539615035057,0.5448263414204121,0.6432430405169726
18,1.0146265298128128,1.0307403013110161,0.5361328110098839,0.6387371553108097
19,1.0133993968367576,1.0304331466555596,0.5199479214847088,0.6363307382911444
20,1.0122339248657226,1.027750013768673,0.5063902050256729,0.6274607709608973
21,1.0116912007331849,1.0281189978122711,0.48849530294537546,0.6241078307852149
22,1.0116184204816818,1.03012016415596,0.4816115081310272,0.6196590788662434
23,1.0109829306602478,1.0313863441348077,0.46947802007198336,0.6092248280532658
24,1.0090016081929207,1.0289261236786842,0.4541198156774044,0.6056285618804396
25,1.0076560974121094,1.031078952550888,0.4539398781955242,0.6039105848409235
26,1.006148485839367,1.0304157882928848,0.4266329504549503,0.598677856195718
27,1.0058988153934478,1.0322228059172631,0.4225358389317989,0.591607553884387
28,1.0051297456026078,1.0306281298398972,0.4142110452055931,0.5895227836444974
29,1.0034863725304604,1.0336917713284492,0.4069390155375004,0.5891337780281901
30,1.0040066435933113,1.0341834276914597,0.39066463261842727,0.5833347003906966
31,1.0013452738523483,1.0345882967114448,0.3833211548626423,0.5850569414906204
32,1.0019910678267478,1.0324762627482413,0.3740546815097332,0.5844143992755562
33,1.0010043054819107,1.0337142869830132,0.37073115408420565,0.5796056193765253
34,1.0000125855207442,1.03299780189991,0.36194494664669036,0.5705870138481259
35,0.9986534431576729,1.032332156598568,0.34949796870350835,0.5721104581374675
36,0.9978031620383263,1.0331457003951072,0.3344858936965466,0.5732535449787974
37,0.9988739132881165,1.0338414460420609,0.33542498089373113,0.566376131772995
38,0.9998490199446678,1.0347635984420775,0.3269836030900478,0.5729757469613105
39,0.997820894420147,1.0309643730521203,0.3225163195282221,0.5602768932469189
40,0.9969432935118675,1.0385625198483468,0.31627995148301125,0.5636307692155242
41,0.9962409898638726,1.036237122118473,0.3065117638558149,0.5551029960624874
42,0.995830275118351,1.0361448138952256,0.3053445428609848,0.5716633669566363
43,0.9932623952627182,1.0320880845189095,0.2934620339423418,0.5714941755402834
44,0.9928624212741852,1.0341421470046044,0.2907815739512444,0.5621403855271637
45,0.9943950578570366,1.0337361633777618,0.28140308856964114,0.5671423200052231
46,0.9927325367927551,1.0331171229481697,0.27470862977206706,0.5721823618281633
47,0.9928282767534256,1.0337021321058273,0.2765811178833246,0.5802614447195082
48,0.9923294752836227,1.0344422414898873,0.27212358042597773,0.5642667893320322
49,0.991935433447361,1.0347625017166138,0.2598884094506502,0.5910099633969367
