0,1,2,3,4,5,6
2,0,1,0,2,5,1
0,0,1,0,2,2,0
3,0,0,0,3,4,3
0,0,0,0,1,4,0
0,0,0,0,1,4,4
1,0,0,0,1,6,0
0,0,0,0,1,4,1
