0,1,2,3,4,5,6,7
0,0,0,0,0,0,2,7
0,0,0,0,0,0,1,5
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,5
0,0,0,0,0,0,0,6
1,0,0,0,0,0,2,10
1,1,0,0,0,0,2,9
