0,1,2,3,4,5,6
1,0,2,0,4,4,0
0,1,1,0,2,1,0
0,1,2,1,4,5,0
0,0,0,0,2,3,0
0,1,3,0,2,3,0
0,0,1,0,2,5,0
1,0,0,0,1,4,0
