0,1,2,3,4,5,6
0,0,0,8,0,0,0
0,0,0,3,0,0,0
0,0,0,2,0,0,0
0,0,0,17,0,0,0
0,0,0,7,0,0,0
0,0,0,2,0,0,0
0,0,0,11,0,0,0
