0,1,2,3,4,5,6,7,8
0,0,1,2,0,0,0,0,0
0,0,0,2,2,0,0,0,0
0,0,4,12,1,0,0,0,0
0,0,1,19,2,0,0,0,0
0,0,1,4,1,1,0,0,0
0,0,1,3,0,1,0,1,1
0,0,1,0,2,0,0,0,0
0,0,0,1,2,1,0,0,0
0,0,1,0,0,0,0,0,0
