0,1,2,3,4,5,6
2,3,1,0,0,0,6
2,4,2,0,0,0,3
0,1,2,0,0,0,3
0,2,0,0,0,0,1
0,0,0,0,0,0,4
2,1,0,0,0,0,2
6,6,0,0,0,1,14
