0,1,2,3,4,5,6
0,0,0,0,0,2,0
0,0,0,0,0,9,1
0,0,0,0,0,8,1
0,0,0,0,0,0,0
0,0,0,1,0,5,1
0,0,0,0,0,19,1
0,0,0,0,0,6,2
