0,1,2,3,4,5,6,7
0,0,0,0,0,2,0,0
0,0,0,2,0,2,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,10,5,0
0,0,0,1,0,1,1,0
0,0,0,0,0,12,2,0
0,0,0,0,0,9,4,0
0,0,0,0,0,4,0,0
