0,1,2,3,4,5,6
4,1,1,0,0,4,1
0,2,2,0,0,1,0
0,1,3,0,0,9,0
1,0,1,0,0,3,0
0,0,0,0,1,7,1
0,0,1,0,0,7,0
3,0,1,0,0,2,0
