0,1,2,3,4,5,6
0,0,11,0,0,0,0
0,0,2,0,0,0,0
0,0,16,0,0,0,0
0,0,6,0,0,0,0
0,0,1,0,0,0,0
0,0,12,0,0,0,0
0,0,4,0,0,0,0
