0,1,2,3,4,5,6,7,8
0,1,1,0,0,0,0,0,0
0,4,1,0,0,0,0,1,1
0,4,6,6,0,1,0,1,1
0,4,3,4,0,0,0,0,1
0,0,1,0,0,0,0,0,0
1,0,3,1,0,0,0,0,1
0,0,1,2,0,0,0,0,0
0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,1
