0,1,2,3,4,5,6,7
2,3,0,0,0,0,0,4
2,7,0,0,0,0,0,0
1,2,1,0,0,0,0,2
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,4
1,0,0,0,0,0,0,3
3,3,0,0,0,0,0,13
