0,1,2,3,4,5,6,7,8
2,2,0,0,0,0,0,0,0
1,10,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0
0,11,0,4,0,0,0,1,0
0,7,0,0,2,0,3,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,1,0,0
0,2,0,1,2,1,0,0,0
