0,1,2,3,4,5,6
0,0,1,0,0,0,2
0,0,4,1,1,0,0
0,0,10,0,0,0,2
0,0,1,2,0,0,0
0,0,6,1,5,0,1
0,0,1,1,0,0,1
0,0,3,0,1,0,6
