0,1,2,3,4,5,6,7
3,1,1,1,0,0,1,2
5,0,1,1,0,1,0,1
1,0,3,1,0,0,0,1
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,3,0,3
1,0,0,0,0,1,0,2
5,0,0,0,0,4,0,10
