0,1,2,3,4,5,6,7,8,9
0,0,0,3,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,2
4,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,3
2,0,0,1,0,0,0,2,0,9
2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,5
1,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,7
