0,1,2,3,4,5,6,7,8
2,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,2
9,0,0,1,0,0,1,0,8
7,0,0,0,0,0,0,1,4
1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,3
2,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0
