0,1,2,3,4,5,6,7,8
6,0,0,0,0,0,0,0,1
3,0,0,0,0,0,1,0,0
8,0,1,1,0,0,0,1,1
3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,1,0,1
7,0,0,0,0,0,1,0,2
5,0,0,0,0,0,0,0,3
