0,1,2,3,4,5,6
0,0,0,0,0,0,0
5,0,0,0,0,0,1
0,0,0,0,1,0,1
8,0,0,0,0,1,1
0,0,0,0,0,0,0
8,0,1,0,0,1,4
8,0,1,0,1,1,12
