0,1,2,3,4,5,6,7
4,0,0,0,0,0,0,0
9,0,0,0,0,1,0,2
1,0,0,0,0,0,0,0
6,1,1,0,0,6,0,2
4,0,0,1,0,3,0,4
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,3
3,0,0,0,0,0,0,3
