0,1,2,3,4,5,6
9,0,0,0,1,0,1
4,0,0,0,1,0,0
7,0,0,0,2,0,4
4,0,0,0,0,0,1
4,0,0,0,1,1,3
4,0,0,0,0,0,4
2,0,0,0,1,0,3
