0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
9,0,0,0,0,0,0,1
5,0,1,0,0,1,0,2
4,0,0,0,0,1,0,2
13,0,0,0,0,3,0,4
3,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0
