0,1,2,3,4,5,6,7,8,9
2,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,4
4,0,0,1,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,5
2,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
