0,1,2,3,4,5,6,7,8,9
1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,2,0,1
12,0,0,0,0,0,0,3,0,2
1,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,3,0,3
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,4
