0,1,2,3,4,5,6
0,0,0,0,0,0,0
5,0,0,0,0,0,1
0,0,0,0,1,0,1
8,0,0,0,0,2,0
0,0,0,0,0,0,0
12,0,0,0,0,0,2
13,0,0,0,1,1,8
