0,1,2,3,4,5,6,7,8,9
2,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,2,2
8,0,0,0,0,0,0,1,0,0
2,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,3
