0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0
4,0,0,1,0,2,0,2
4,0,0,0,0,0,0,3
12,0,0,0,0,1,0,7
2,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0
