0,1,2,3,4,5,6,7
4,0,0,0,0,0,0,1
9,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,0,1,0,1
12,0,0,0,0,1,0,14
