0,1,2,3,4,5,6,7
7,0,0,0,0,0,0,1
1,0,1,0,0,0,0,1
1,0,0,0,0,0,0,1
13,0,0,0,0,1,0,3
4,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
4,0,0,0,0,0,0,7
