0,1,2,3,4,5,6,7
1,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
10,0,0,0,0,3,1,1
2,0,0,0,0,0,0,1
4,0,0,1,0,4,0,5
7,0,0,0,0,1,0,5
0,0,0,0,0,1,0,3
