0,1,2,3,4,5,6
8,0,0,0,1,0,2
4,0,0,0,1,0,0
8,0,0,0,1,0,4
5,0,0,0,0,0,0
4,0,0,0,1,1,3
5,0,0,0,1,0,2
2,0,0,0,2,0,2
