0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
8,0,0,0,0,0,0,2
4,0,1,0,0,0,0,4
3,0,0,0,0,0,0,4
6,0,0,1,0,1,0,12
2,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0
