0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0
10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,2
13,0,0,0,0,5,0,5
