0,1,2,3,4,5,6
0,0,3,0,1,0,1
2,0,8,0,0,0,0
1,0,3,0,0,0,1
0,0,1,0,0,0,0
0,0,0,0,0,0,0
1,0,3,0,1,0,0
1,0,13,0,0,1,12
