0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0
13,0,0,0,0,0,0,5
0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1
13,0,1,0,0,2,0,10
