0,1,2,3,4,5,6,7,8
0,0,0,0,0,0,0,0,0
10,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0
11,0,0,0,0,0,2,0,4
6,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,4
3,0,0,0,0,0,0,0,1
