0,1,2,3,4,5,6
8,0,1,0,0,0,2
4,0,0,0,0,0,1
6,0,0,0,1,0,6
5,0,0,0,0,0,0
4,0,0,0,1,0,4
4,0,0,0,0,0,4
1,0,0,0,1,0,4
