0,1,2,3,4,5,6
0,0,0,0,0,0,0
5,0,0,0,0,0,1
0,0,0,0,1,0,1
9,0,0,0,1,0,0
0,0,0,0,0,0,0
10,0,0,0,1,0,3
12,0,0,0,4,0,7
