0,1,2,3,4,5,6
2,2,1,0,0,6,0
0,2,2,0,0,1,0
0,1,5,1,0,6,0
0,0,2,0,0,3,0
0,0,2,0,1,6,0
0,0,4,0,0,4,0
0,0,1,0,0,5,0
